gender,category,image,brand,description,price,discount,url,rating,reviews
F,shorts-skirts,,SASSAFRAS,Floral Print Silk A-Line Skirt,Rs. 671,(52% OFF),https://www.myntra.com/skirts/sassafras/sassafras-pink-floral-print-silk-a-line-skirt/1377086/buy,4.1,141 Verified Buyers
F,shorts-skirts,,DressBerry,Women Regular Fit Denim Shorts,Rs. 779,(40% OFF),https://www.myntra.com/shorts/dressberry/dressberry-women-black-solid-regular-fit-denim-shorts/11264142/buy,4.1,1.5k Verified Buyers
F,shorts-skirts,,Cultsport,Women Regular Fit Sports Shorts,Rs. 839,(40% OFF),https://www.myntra.com/shorts/cultsport/cultsport-women-black-solid-regular-fit-sports-shorts/13061938/buy,4.3,554 Verified Buyers
F,shorts-skirts,,Off Label,Women Checked Straight Skirt,Rs. 839,(40% OFF),https://www.myntra.com/skirts/off-label/off-label-women-brown--beige-checked-straight-skirt/12856638/buy,4.5,202 Verified Buyers
F,shorts-skirts,,SASSAFRAS,Women Pure Cotton Midi Denim A-Line Skirt,Rs. 799,(60% OFF),https://www.myntra.com/skirts/sassafras/sassafras-women-blue-washed-midi-denim-a-line-skirt/10604482/buy,3.9,76 Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7838921/2018/11/22/f93afad3-9faf-4491-bb3b-e719af3a8b101542868584213-Indibelle-Red-multicolour-Abstract-Print-Shrug-4141542868583835-1.jpg",SASSAFRAS,Longline Open Front Shrug,Rs. 809,(55% OFF),,4.6,2.3k Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2043582/2017/9/7/11504768729631-Roadster-Green--Navy-Checked-Front-Open-Shrug-6941504768729432-1.jpg",Indibelle,Multicoloured Printed Shrug,Rs. 499,(60% OFF),https://www.myntra.com/shrug/indibelle/indibelle-women-multicoloured-printed-shrug/7838921/buy,,
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/19/5d1ac266-8bff-452b-961f-ccc139a974291574154515212-1.jpg",Roadster,Checked Front-Open Shrug,Rs. 899,(40% OFF),https://www.myntra.com/shrug/roadster/roadster-green--navy-checked-front-open-shrug/2043582/buy,4.4,1.7k Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10182385/2019/7/25/1576a8df-1c0f-4f6d-baea-09aa65f334431564038586181-Style-Quotient-Women-White-Printed-Open-Front-Shrug-92115640-1.jpg",Mayra,Women Solid Button Shrug,Rs. 478,(60% OFF),https://www.myntra.com/shrug/mayra/mayra-women-black-solid-button-shrug/11012510/buy,4.2,1.5k Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10856346/2019/11/6/28bd752d-7610-4b2a-89dd-6b1514cb88601573042087496-SASSAFRAS-Women-Shrug-7691573042085625-1.jpg",Style Quotient,Women Open Front Shrug,Rs. 591,(63% OFF),https://www.myntra.com/shrug/style-quotient/style-quotient-women-white-self-design-open-front-shrug/10182385/buy,4.2,759 Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2067671/2017/9/4/11504504225977-Roadster-Black--White-Checked-Front-Open-Shrug-2421504504225805-1.jpg",SASSAFRAS,Women Open Front Winter Shrug,Rs. 809,(55% OFF),https://www.myntra.com/shrug/sassafras/sassafras-women-teal-blue-longline-solid-open-front-winter-shrug/10856346/buy,4.4,658 Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/9/30/54dbfe28-6dd6-43e0-8fc2-f6ef075680c21569819989875-1.jpg",Roadster,Checked Front-Open Shrug,Rs. 719,(55% OFF),https://www.myntra.com/shrug/roadster/roadster-black--white-checked-front-open-shrug/2067671/buy,4.5,883 Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12738028/2020/10/27/10743108-14df-4913-b785-cb0d80d7c1371603781287823-SASSAFRAS-Women-Shrug-1931603781286078-1.jpg",Athena,Women Solid Open Front Shrug,Rs. 997,(50% OFF),https://www.myntra.com/shrug/athena/athena-women-maroon-solid-open-front-shrug/10753700/buy,4.2,1k Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1730223/2017/1/20/11484898903317-PURYS-Women-Shrug-9601484898903083-1.jpg",SASSAFRAS,Solid Open Front Shrug,Rs. 809,(55% OFF),https://www.myntra.com/shrug/sassafras/sassafras-women-green-solid-open-front-longline-shrug/12738028/buy,4.1,437 Verified Buyers
F,shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/13/68deed4e-ff7b-4979-82bb-1250087404131584049869539-1.jpg",PURYS,Floral Print Fringed Shrug,Rs. 688,(47% OFF),https://www.myntra.com/shrug/purys/purys-off-white--red-floral-print-fringed-shrug/1730223/buy,4.5,499 Verified Buyers
F,shrugs,,Indibelle,Women Printed Open Front Shrug,Rs. 719,(60% OFF),https://www.myntra.com/shrug/indibelle/indibelle-women-turquoise-blue--off-white-printed-open-front-shrug/11696652/buy,4.4,187 Verified Buyers
F,shrugs,,StyleStone,Women Printed Open Front Shrug,Rs. 449,(55% OFF),https://www.myntra.com/shrug/stylestone/stylestone-women-black--white-georgette-printed-open-front-shrug/11333080/buy,4.2,92 Verified Buyers
F,shrugs,,Style Quotient,Self Design Open Front Shrug,Rs. 623,(61% OFF),https://www.myntra.com/shrug/style-quotient/style-quotient-women-nude-coloured-self-design-open-front-cropped-shrug/13782978/buy,4.3,289 Verified Buyers
F,shrugs,,SASSAFRAS,Women Shrug with Tie-up,Rs. 719,(60% OFF),https://www.myntra.com/shrug/sassafras/sassafras-women-mustard-yellow-solid-longline-waterfall-shrug-with-tie-up/10308621/buy,4.4,55 Verified Buyers
F,shrugs,,PURYS,Printed Open Front Shrug,Rs. 749,(50% OFF),https://www.myntra.com/shrug/purys/purys-pink-printed-open-front-shrug/8162255/buy,4.3,749 Verified Buyers
F,shrugs,,SCORPIUS,Solid Open Front Shrug,Rs. 679,(60% OFF),https://www.myntra.com/shrug/scorpius/scorpius-women-black-solid-open-front-shrug/7842639/buy,3.8,169 Verified Buyers
F,shrugs,,Rute,Women Solid Open Front Shrug,Rs. 847,(47% OFF),https://www.myntra.com/shrug/rute/rute-women-black-solid-open-front-shrug/10997886/buy,3.9,151 Verified Buyers
F,shrugs,,Zivame,Solid Open Front Shrug,Rs. 762,(55% OFF),https://www.myntra.com/shrug/zivame/zivame-women-teal-blue-solid-open-front-shrug/11727450/buy,3.8,79 Verified Buyers
F,shrugs,,DressBerry,Striped Acrylic Open Front Shrug,Rs. 899,(55% OFF),https://www.myntra.com/shrug/dressberry/dressberry-women-pink--orange-acrylic-striped-open-front-shrug/11951422/buy,,
F,shrugs,,Hypernation,Women Shrug,Rs. 975,(1% OFF),https://www.myntra.com/shrug/hypernation/hypernation-women-black-shrug/2213859/buy,4,47 Verified Buyers
F,shrugs,,Mayra,Women Self Design Open Front Shrug,Rs. 478,(60% OFF),https://www.myntra.com/shrug/mayra/mayra-women-white-self-design-open-front-shrug/11012468/buy,4.3,114 Verified Buyers
F,shrugs,,Athena,Solid Longline Waterfall Shrug,Rs. 1396,(30% OFF),https://www.myntra.com/shrug/athena/athena-maroon-solid-longline-waterfall-shrug/7509718/buy,4.2,433 Verified Buyers
F,shrugs,,all about you,Open Front Longline Shrug,Rs. 1649,(45% OFF),https://www.myntra.com/shrug/all-about-you/all-about-you-black--green-self-design-open-front-longline-shrug/12258628/buy,4.1,377 Verified Buyers
F,shrugs,,KASSUALLY,Solid Knitted Shrug,Rs. 879,(60% OFF),https://www.myntra.com/shrug/kassually/kassually-black-solid-knitted-shrug/15721030/buy,4.1,72 Verified Buyers
F,shrugs,,StyleStone,Denim Short Shrug,Rs. 674,(55% OFF),https://www.myntra.com/shrug/stylestone/stylestone-women-blue-denim-short-shrug/1895933/buy,,
F,shrugs,,Trend Arrest,Solid Open Front Shrug,Rs. 359,(70% OFF),https://www.myntra.com/shrug/trend-arrest/trend-arrest-women-dark-green-solid-open-front-shrug/13580950/buy,4.3,290 Verified Buyers
F,shrugs,,all about you,Women Checked Longline Shrug,Rs. 1754,(35% OFF),https://www.myntra.com/shrug/all-about-you/all-about-you-women-black--red-acrylic-longline-checked-shrug/14231228/buy,4.5,6 Verified Buyers
F,shrugs,,Porsorte,Embellished Ruffled Shrug,Rs. 959,(40% OFF),https://www.myntra.com/shrug/porsorte/porsorte-women-yellow-embellished-ruffled-shrug/15879682/buy,4.7,15 Verified Buyers
F,shrugs,,SASSAFRAS,Solid Open Front Shrug,Rs. 809,(55% OFF),https://www.myntra.com/shrug/sassafras/sassafras-women-off-white-solid-open-front-longline-shrug/12738010/buy,,
F,shrugs,,Cottinfab,Printed Shrug,Rs. 399,(60% OFF),https://www.myntra.com/shrug/cottinfab/cottinfab-black-printed-shrug/1619550/buy,4.4,188 Verified Buyers
F,shrugs,,all about you,Women Tie-Up Shrug,Rs. 854,(55% OFF),https://www.myntra.com/shrug/all-about-you/all-about-you-women-red-tasselled-tie-up-shrug/13650058/buy,4.3,883 Verified Buyers
F,shrugs,,SASSAFRAS,Longline Open Front Shrug,Rs. 854,(55% OFF),https://www.myntra.com/shrug/sassafras/sassafras-mustard-yellow-solid-longline-open-front-shrug/2280927/buy,4.5,6 Verified Buyers
F,shrugs,,Sangria,Women Waterfall Shrug,Rs. 1214,(55% OFF),https://www.myntra.com/shrug/sangria/sangria-women-black--pink-geometric-patterned-longline-waterfall-shrug/14494706/buy,4.5,260 Verified Buyers
F,shrugs,,MABISH by Sonal Jain,Women Solid Open Front Shrug,Rs. 719,(52% OFF),https://www.myntra.com/shrug/mabish-by-sonal-jain/mabish-by-sonal-jain-women-blue-solid-open-front-shrug/11315064/buy,4.4,21 Verified Buyers
F,shrugs,,urSense,Women Pure Cotton Shrug,Rs. 499,(50% OFF),https://www.myntra.com/shrug/ursense/ursense-women-black-solid-pure-cotton-shrug/15532988/buy,2.8,157 Verified Buyers
F,shrugs,,DressBerry,Women Open Hooded Shrug,Rs. 584,(55% OFF),https://www.myntra.com/shrug/dressberry/dressberry-women-olive-green-solid-hooded-open-front-shrug/14219678/buy,,
F,shrugs,,Espresso,Self Design Tie-Up Shrug,Rs. 604,(45% OFF),https://www.myntra.com/shrug/espresso/espresso-women-black-self-design-tie-up-shrug/13561018/buy,4.3,36 Verified Buyers
F,shrugs,,DressBerry,Women Winter Shrug,Rs. 1199,(50% OFF),https://www.myntra.com/shrug/dressberry/dressberry-women-pink-self-design-winter-shrug/14071532/buy,4.4,163 Verified Buyers
F,shrugs,,PURYS,Women Printed Shrug,Rs. 688,(47% OFF),https://www.myntra.com/shrug/purys/purys-women-blue--white-printed-tasselled-shrug/15842380/buy,4.7,21 Verified Buyers
F,shrugs,,Espresso,Self Design Tie-Up Shrug,Rs. 604,(45% OFF),https://www.myntra.com/shrug/espresso/espresso-women-off-white-self-design-tie-up-shrug/13561020/buy,,
F,shrugs,,Athena,Longline Open Front Shrug,Rs. 1097,(50% OFF),https://www.myntra.com/shrug/athena/athena-navy-blue-solid-longline-open-front-shrug/7509712/buy,4.5,182 Verified Buyers
F,shrugs,,Annabelle by Pantaloons,Women Colourblocked Poncho Shrug,,0,https://www.myntra.com/shrug/annabelle-by-pantaloons/annabelle-by-pantaloons-women-black--white-colourblocked-poncho-shrug/13070706/buy,3.7,198 Verified Buyers
F,shrugs,,SASSAFRAS,Longline Open Front Shrug,Rs. 854,(55% OFF),https://www.myntra.com/shrug/sassafras/sassafras-navy-solid-longline-open-front-shrug/2280926/buy,,
F,shrugs,,American Eye,Self Design Open-Front Shrug,Rs. 999,(50% OFF),https://www.myntra.com/shrug/american-eye/american-eye-women-teal-blue--black-self-design-open-front-longline-shrug/14597390/buy,4.5,153 Verified Buyers
F,shrugs,,M&H Easy,Printed Tie-Up Shrug,Rs. 539,(70% OFF),https://www.myntra.com/shrug/mh-easy/mh-easy-women-white--green-printed-tie-up-shrug/13585442/buy,4.4,5 Verified Buyers
F,shrugs,,SASSAFRAS,Women Longline Waterfall Shrug,Rs. 809,(55% OFF),https://www.myntra.com/shrug/sassafras/sassafras-women-olive-green-solid-longline-waterfall-shrug-with-tie-up/10308535/buy,3.4,9 Verified Buyers
F,shrugs,,V2 Value & Variety,Women Tie-Up Shrug,Rs. 824,(25% OFF),https://www.myntra.com/shrug/v2-value--variety/v2-value--variety-women-olive-green-tie-up-shrug/15872508/buy,4.1,296 Verified Buyers
F,shrugs,,DressBerry,Women Hooded Tie-Up Shrug,Rs. 764,(55% OFF),https://www.myntra.com/shrug/dressberry/dressberry-women-blue-chambray-hooded-tie-up-shrug/13783892/buy,,
F,shrugs,,SCORPIUS,Women Printed Open Front Shrug,Rs. 584,(55% OFF),https://www.myntra.com/shrug/scorpius/scorpius-women-white--blue-printed-open-front-shrug/11120370/buy,4,21 Verified Buyers
F,shrugs,,Cation,Printed Waterfall Shrug,Rs. 683,(62% OFF),https://www.myntra.com/shrug/cation/cation-women-black-printed-waterfall-longline-shrug/8377311/buy,3.9,169 Verified Buyers
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1374163/2016/10/25/11477391555879-ether-Women-Blue-Self-design-Sweater-3991477391555527-1.jpg",H&M,Women Acrylic Jumper,,0,,4.7,210 Verified Buyers
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5356227/2018/11/6/ca454fa9-a581-4f24-aca2-642ed9a533741541500056818-Roadster-Women-Black-Solid-Front-Open-3391541500053840-1.jpg",ether,Self-Design Round Neck Sweater,Rs. 639,(60% OFF),https://www.myntra.com/sweaters/ether/ether-women-blue-self-design-sweater/1374163/buy,,
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15809064/2021/10/13/c92f0b8f-9240-48da-9605-557e96d1c4cf1634063544329Jumper1.jpg",Roadster,Women Solid Sweater,Rs. 399,(60% OFF),https://www.myntra.com/sweaters/roadster/roadster-women-black-solid-cardigan/5356227/buy,4.3,796 Verified Buyers
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15339208/2021/9/30/df9ec4e9-1eeb-42f4-ae6f-a5d4beecd49c1633004247756-Nautica-Women-Sweatshirts-5691633004247179-1.jpg",H&M,Jumper,,0,https://www.myntra.com/sweaters/hm/hm-women-purple-solid-acrylic-jumper/15809064/buy,4.2,696 Verified Buyers
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10854036/2019/11/29/1d3b4134-735c-4bb8-9d19-01cf573f9b6b1575021248360-Tokyo-Talkies-Women-Black--Pink-Colourblocked-Sweatshirt-801-1.jpg",Nautica,Women Navy Blue Sweatshirt,Rs. 3399,(15% OFF),https://www.myntra.com/sweatshirts/nautica/nautica-women-navy-blue-hooded-red-striped-mock-collared-side-logo-solid-sweatshirt/15339208/buy,4.5,114 Verified Buyers
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9901961/2019/6/19/f3034a0a-ad39-4d0f-b92e-e6820fbcb6111560944286452-Roadster-Women-Mustard-Solid-Hooded-Sweatshirt-7621560944285-1.jpg",Tokyo Talkies,Women Colourblocked Sweatshirt,Rs. 459,(60% OFF),https://www.myntra.com/sweatshirts/tokyo-talkies/tokyo-talkies-women-black--pink-colourblocked-sweatshirt/10854036/buy,,
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12737902/2021/9/9/5ea07673-70be-49d2-9582-10a893b516a71631191012370-SASSAFRAS-Women-Blue-Faux-Fur-Sweatshirt-4191631191011789-1.jpg",Roadster,Women Solid Hooded Sweatshirt,Rs. 599,(50% OFF),https://www.myntra.com/sweatshirts/roadster/roadster-women-mustard-yellow-solid-hooded-sweatshirt/9901961/buy,4.4,828 Verified Buyers
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1374157/2016/10/25/11477388709028-ether-Women-Teal-Blue-Self-Design-Sweater-1791477388708736-1.jpg",SASSAFRAS,Faux Fur Sweatshirt,Rs. 999,(50% OFF),https://www.myntra.com/sweatshirts/sassafras/sassafras-women-blue-faux-fur-sweatshirt/12737902/buy,4.5,417 Verified Buyers
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14993000/2021/9/29/4cf244e2-31af-4635-8aca-c12607a899121632899442411-HERENOW-Women-Sweaters-3271632899441870-1.jpg",ether,Round Neck Sweater,Rs. 849,(50% OFF),https://www.myntra.com/sweaters/ether/ether-women-teal-blue-self-design-sweater/1374157/buy,4.2,475 Verified Buyers
F,sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15809044/2021/10/13/e74be697-3a2e-4ff1-9ef1-a03ed1d8ff1e1634063790287Jumper1.jpg",HERE&NOW,Women Longline Cardigan,Rs. 1699,(50% OFF),https://www.myntra.com/sweaters/herenow/herenow-women-maroon--blue-woven-design-longline-cardigan-sweater/14993000/buy,4.4,671 Verified Buyers
F,sweaters-sweatshirts,,H&M,Jumper,,0,https://www.myntra.com/sweaters/hm/hm-women-black-solid-acrylic-jumper/15809044/buy,4.5,19 Verified Buyers
F,sweaters-sweatshirts,,Tokyo Talkies,Printed Sweatshirt,Rs. 509,(70% OFF),https://www.myntra.com/sweatshirts/tokyo-talkies/tokyo-talkies-women-peach-coloured-printed-sweatshirt/13100552/buy,4.6,34 Verified Buyers
F,sweaters-sweatshirts,,Nautica,Women Sweatshirt,Rs. 3654,(15% OFF),https://www.myntra.com/sweatshirts/nautica/nautica-women-red-sweatshirt/15339196/buy,4.4,282 Verified Buyers
F,sweaters-sweatshirts,,HERE&NOW,Women Ribbed Crop Cardigan,Rs. 1074,(50% OFF),https://www.myntra.com/sweaters/herenow/herenow-women-brown-ribbed-crop-cardigan/14995736/buy,,
F,sweaters-sweatshirts,,H&M,Women Beige Jumper,,0,https://www.myntra.com/sweaters/hm/hm-women-beige-jumper/15809060/buy,4.3,27 Verified Buyers
F,sweaters-sweatshirts,,ether,Self-Design Round Neck Sweater,Rs. 764,(55% OFF),https://www.myntra.com/sweaters/ether/ether-women-maroon-self-design-sweater/1374155/buy,4.3,95 Verified Buyers
F,sweaters-sweatshirts,,SASSAFRAS,Faux Fur Solid Crop Sweatshirt,Rs. 989,(45% OFF),https://www.myntra.com/sweatshirts/sassafras/sassafras-women-grey-melange-faux-fur-solid-crop-sweatshirt/12737916/buy,4.2,685 Verified Buyers
F,sweaters-sweatshirts,,Tokyo Talkies,Women Printed Sweatshirt,Rs. 459,(60% OFF),https://www.myntra.com/sweatshirts/tokyo-talkies/tokyo-talkies-women-white-printed-sweatshirt/10892010/buy,4.4,627 Verified Buyers
F,sweaters-sweatshirts,,H&M,Solid Hooded top,,0,https://www.myntra.com/sweatshirts/hm/hm-women-green-solid-hooded-top/13439866/buy,4.3,444 Verified Buyers
F,sweaters-sweatshirts,,Roadster,Women Solid Pullover,Rs. 494,(55% OFF),https://www.myntra.com/sweaters/roadster/roadster-women-black-solid-pullover/12562894/buy,4.4,375 Verified Buyers
F,sweaters-sweatshirts,,ether,Cotton Solid Sweatshirt,Rs. 479,(60% OFF),https://www.myntra.com/sweatshirts/ether/ether-women-green-solid-pullover-sweatshirt/1484033/buy,4.1,555 Verified Buyers
F,sweaters-sweatshirts,,DressBerry,Women Striped Sweater,Rs. 519,(60% OFF),https://www.myntra.com/sweaters/dressberry/dressberry-women-off-white-striped-sweater/10146155/buy,4.5,595 Verified Buyers
F,sweaters-sweatshirts,,FOREVER 21,Women Printed Sweatshirt,Rs. 1169,(35% OFF),https://www.myntra.com/sweatshirts/forever-21/forever-21-women-black-printed-sweatshirt/15317208/buy,4,297 Verified Buyers
F,sweaters-sweatshirts,,Tokyo Talkies,Women Printed Sweatshirt,Rs. 619,(60% OFF),https://www.myntra.com/sweatshirts/tokyo-talkies/tokyo-talkies-women-olive-green-camouflage-printed-hooded-sweatshirt/10967796/buy,4.4,24 Verified Buyers
F,sweaters-sweatshirts,,Roadster,Women Solid Sweatshirt,Rs. 599,(50% OFF),https://www.myntra.com/sweatshirts/roadster/roadster-women-lavender-solid-sweatshirt/11991302/buy,4.2,592 Verified Buyers
F,sweaters-sweatshirts,,Nautica,Women Sweatshirt,Rs. 2634,(15% OFF),https://www.myntra.com/sweatshirts/nautica/nautica-women-blue-sweatshirt/15339194/buy,4.2,226 Verified Buyers
F,sweaters-sweatshirts,,ether,Self-Design Sweater,Rs. 849,(50% OFF),https://www.myntra.com/sweaters/ether/ether-women-beige-self-design-sweater/1374158/buy,5,7 Verified Buyers
F,sweaters-sweatshirts,,Roadster,Women Solid Sweater,Rs. 449,(55% OFF),https://www.myntra.com/sweaters/roadster/roadster-women-black-solid-pullover/5356274/buy,4.4,775 Verified Buyers
F,sweaters-sweatshirts,,Zivame,Women Sweatshirt,Rs. 906,(30% OFF),https://www.myntra.com/sweatshirts/zivame/zivame-women-blue-sweatshirt/15700254/buy,4.3,707 Verified Buyers
F,sweaters-sweatshirts,,Tokyo Talkies,Women Printed Sweatshirt,Rs. 479,(60% OFF),https://www.myntra.com/sweatshirts/tokyo-talkies/tokyo-talkies-women-green--white-printed-hooded-sweatshirt/10854010/buy,5,6 Verified Buyers
F,sweaters-sweatshirts,,Tokyo Talkies,Women Solid Sweatshirt,Rs. 499,(60% OFF),https://www.myntra.com/sweatshirts/tokyo-talkies/tokyo-talkies-women-green-solid-hooded-sweatshirt/10854022/buy,4.5,306 Verified Buyers
F,sweaters-sweatshirts,,HRX by Hrithik Roshan,Women Athleisure Sweatshirts,Rs. 599,(60% OFF),https://www.myntra.com/sweatshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-athleisure-sweatshirts/6848994/buy,4.5,1.3k Verified Buyers
F,sweaters-sweatshirts,,Roadster,Women Solid Sweater,Rs. 384,(65% OFF),https://www.myntra.com/sweaters/roadster/roadster-women-black-solid-pullover-sweater/1949983/buy,4.3,268 Verified Buyers
F,sweaters-sweatshirts,,Nautica,Women Navy Blue Sweatshirt,Rs. 3144,(15% OFF),https://www.myntra.com/sweatshirts/nautica/nautica-women-navy-blue-embroidered-logo-solid-sweatshirt/15339200/buy,4.2,305 Verified Buyers
F,sweaters-sweatshirts,,Roadster,Women Open Knit Pullover,Rs. 674,(55% OFF),https://www.myntra.com/sweaters/roadster/roadster-women-olive-green-open-knit-pullover/5447327/buy,4.7,6 Verified Buyers
F,sweaters-sweatshirts,,Levis,Long Cuff Batwing Sleeves Sweatshirt,,0,https://www.myntra.com/sweatshirts/levis/levis-x-deepika-padukone-women-black-solid-long-cuff-batwing-sleeves-sweatshirt/14860290/buy,4.2,504 Verified Buyers
F,sweaters-sweatshirts,,H&M,Cropped Sweatshirt,,0,https://www.myntra.com/sweatshirts/hm/hm-women-white-cropped-sweatshirt/15960214/buy,,
F,sweaters-sweatshirts,,Nautica,Women Solid Red Sweatshirt,Rs. 3654,(15% OFF),https://www.myntra.com/sweatshirts/nautica/nautica-women-striped-hooded-solid-red-sweatshirt/15339198/buy,,
F,sweaters-sweatshirts,,ether,Round Neck Sweater,Rs. 799,(50% OFF),https://www.myntra.com/sweaters/ether/ether-women-mustard-green-self-design-sweater/1374165/buy,4.3,7 Verified Buyers
F,sweaters-sweatshirts,,Roadster,Solid Sweatshirt,Rs. 494,(45% OFF),https://www.myntra.com/sweatshirts/roadster/roadster-women-rust-orange-solid-sweatshirt/11991448/buy,4.4,1.5k Verified Buyers
F,sweaters-sweatshirts,,ether,Women Solid Cardigan,Rs. 674,(55% OFF),https://www.myntra.com/sweaters/ether/ether-women-black-solid-cardigan/14470146/buy,4.1,572 Verified Buyers
F,sweaters-sweatshirts,,Tokyo Talkies,Women Solid Hooded Sweatshirt,Rs. 579,(60% OFF),https://www.myntra.com/sweatshirts/tokyo-talkies/tokyo-talkies-women-red-solid-hooded-sweatshirt/10641886/buy,,
F,sweaters-sweatshirts,,Nautica,Women Light Pink Sweatshirt,Rs. 3059,(15% OFF),https://www.myntra.com/sweatshirts/nautica/nautica-women-light-pink-lace-hooded-kangaroo-pockets-solid-sweatshirt/15339210/buy,4.4,127 Verified Buyers
F,sweaters-sweatshirts,,Roadster,Women Reversible Sweatshirt,Rs. 1079,(55% OFF),https://www.myntra.com/sweatshirts/roadster/roadster-women-black-printed-reversible-sweatshirt/9478001/buy,,
F,sweaters-sweatshirts,,H&M,Ribbed Sweater Vest,,0,https://www.myntra.com/sweaters/hm/hm-women-white-ribbed-v-neck-sweater-vest/15630128/buy,4,427 Verified Buyers
F,sweaters-sweatshirts,,Kook N Keech Disney,Printed Sweatshirt,Rs. 879,(60% OFF),https://www.myntra.com/sweatshirts/kook-n-keech-disney/kook-n-keech-disney-women-black-printed-hooded-sweatshirt/11954456/buy,4.6,104 Verified Buyers
F,sweaters-sweatshirts,,Roadster,Solid Pullover Sweater,Rs. 439,(60% OFF),https://www.myntra.com/sweaters/roadster/roadster-women-lavender-solid-pullover-sweater/12562908/buy,4.5,115 Verified Buyers
F,sweaters-sweatshirts,,Tokyo Talkies,Women Printed Sweatshirt,Rs. 419,(65% OFF),https://www.myntra.com/sweatshirts/tokyo-talkies/tokyo-talkies-women-white--black-printed-sweatshirt/10854016/buy,4.3,148 Verified Buyers
F,sweaters-sweatshirts,,Mast & Harbour,Women Solid Pullover,Rs. 639,(60% OFF),https://www.myntra.com/sweaters/mast--harbour/mast--harbour-women-fuchsia-pink-solid-pullover/10135595/buy,4.4,105 Verified Buyers
F,sweaters-sweatshirts,,Roadster,Women Solid Cardigan,Rs. 519,(60% OFF),https://www.myntra.com/sweaters/roadster/roadster-women-maroon-solid-cardigan/6397182/buy,4.2,341 Verified Buyers
F,jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/11/10/ab18020a-418f-490d-8c62-5e1aeea980691604954791223-1.jpg",Roadster,Women Solid Padded Jacket,Rs. 999,(50% OFF),,4.3,2.1k Verified Buyers
F,jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12737940/2020/10/20/0504647b-206a-4037-97f3-5b6c9189b69b1603166030236-SASSAFRAS-Women-Jackets-1451603166028586-1.jpg",Quechua By Decathlon,Solid Sporty Jacket,Rs. 1000,(23% OFF),https://www.myntra.com/jackets/quechua-by-decathlon/quechua-by-decathlon-women-blue-solid-windcheater-and-water-resistant-sporty-jacket/12942006/buy,,
F,jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9887977/2019/12/10/e469e68d-f37f-459d-bb45-b136acef4d391575963259778-Chemistry-Edition-Women-Jackets-641575963257009-4.jpg",SASSAFRAS,Solid Faux Fur Tailored Jacket,Rs. 999,(50% OFF),https://www.myntra.com/jackets/sassafras/sassafras-women-grey-melange-solid-faux-fur-tailored-jacket/12737940/buy,4.4,377 Verified Buyers
