gender,category,image,brand,description,price,rating,reviews
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13543770/2021/3/12/fc83751e-3242-48c6-9ea8-86e90033a5741615532805732ReebokWomenCharcoalGreyWorkoutGraphicPrintedTrainingT-ShirtD1.jpg",ADIDAS,Women Ultra Running Shorts,Rs. 1949,3.5,12383
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11264142/2020/2/20/7a8943d9-b698-4ca7-a120-bbb4152d41681582193352020-DressBerry-Women-Black-Solid-Regular-Fit-Denim-Shorts-747158-1.jpg",DressBerry,Women Regular Fit Denim Shorts,,3.4,4384
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/7/4/8b84e259-8abd-4848-adc4-be0ae74a6d7c1593812872932-1.jpg",Athena,Women Regular Fit Shorts,Rs. 584,4.1,9154
F,women-shorts-skirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9678331/2021/2/11/8f5b7696-3eec-4a56-963a-7ac84c0383f61613030729526TaaviWomenBlueOff-WhiteIndigoHandBlockPrintMaxiFlaredSkirtwi1.jpg",Taavi,Women Hand Block Print Sustainable Pure Cotton Skirt,Rs. 949,3.7,6602
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/7/9d9ef836-a334-40b4-9f65-8061645255bd1620396173540-1.jpg",StyleStone,Women Cream Printed Open Shrug,Rs. 764,3.5,9751
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7838921/2018/11/22/f93afad3-9faf-4491-bb3b-e719af3a8b101542868584213-Indibelle-Red-multicolour-Abstract-Print-Shrug-4141542868583835-1.jpg",Indibelle,Multicoloured Printed Shrug,Rs. 424,5.0,262
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10182385/2019/7/25/1576a8df-1c0f-4f6d-baea-09aa65f334431564038586181-Style-Quotient-Women-White-Printed-Open-Front-Shrug-92115640-1.jpg",Style Quotient,Women Open Front Shrug,Rs. 591,4.6,11996
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2043582/2017/9/7/11504768729631-Roadster-Green--Navy-Checked-Front-Open-Shrug-6941504768729432-1.jpg",Roadster,Checked Front-Open Shrug,Rs. 1299,3.0,5761
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7393108/2018/11/6/1fb729c8-a35f-471a-9e35-1d78a50144561541482243390-Taavi-Women-Multicoloured-Striped-Woven-Legacy-South-Cotton-Longline-Shrug-281541482243175-1.jpg",Taavi,South Cotton Woven Legacy Shrug,Rs. 1299,4.2,6198
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14933180/2021/7/26/235b820a-5971-471b-8a6c-6dc867f827c31627294531904Shrug1.jpg",KASSUALLY,Women Waterfall Shrug,Rs. 584,4.0,9431
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11364534/2020/1/28/eb8d323d-f2f7-41b5-b4e3-80dfbe2fd4eb1580191839076-SASSAFRAS-Women-Yellow-Solid-Button-Shrug-1851580191837513-1.jpg",SASSAFRAS,Women Longline Shirt Shrug,Rs. 719,4.9,4381
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2067671/2017/9/4/11504504225977-Roadster-Black--White-Checked-Front-Open-Shrug-2421504504225805-1.jpg",Roadster,Checked Front-Open Shrug,Rs. 1299,3.9,6161
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/20/2e8587f4-b4dc-412d-af14-1408c18b2e311616219169118-1.jpg",Rute,Self Design Open Front Shrug,Rs. 949,4.2,10536
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14953012/2021/7/29/425ba669-4802-4ee2-ad53-13e737e074a21627561875344CODEbyLifestyleWomenRedWhiteShrug1.jpg",CODE by Lifestyle,Women Shrug,,3.2,6103
F,women-shrugs,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10856322/2019/11/2/c5a606ec-ec7f-49a1-a55e-9254b29447e51572676647824-SASSAFRAS-Women-Shrug-8771572676646550-1.jpg",SASSAFRAS,Longline Open Front Shrug,Rs. 845,3.0,7905
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12144158/2020/11/27/afac20ac-9147-4bf6-9196-a7696dc466a01606470065318-Mast--Harbour-Women-Sweaters-9861606470063976-1.jpg",Mast & Harbour,Colourblocked Pullover Sweater,Rs. 989,4.4,815
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9477825/2019/9/23/773c48dc-8c4f-4bc1-8a69-8faffd81f2a41569216551559-Roadster-Women-Sweatshirts-6371569216549651-1.jpg",Roadster,Women Colourblocked Sweatshirt,Rs. 849,3.8,11789
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10620268/2021/8/13/e8145f46-b986-49ed-bf65-ead9e469eb921628831998634-HERENOW-Women-Pink-Self-Design-Sweater-761628831998024-1.jpg",HERE&NOW,Women Self Design Sweater,Rs. 1999,3.8,11344
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/15/7dba19b2-ede5-4d38-b061-d8cde52685021610687196959-1.jpg",H&M,Solid Hooded top,Rs. 1124,3.0,6392
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9696163/2019/12/2/3b349289-f9d7-4d5f-9ace-908eb2255ce01575265571869-Mast--Harbour-Women-Sweaters-8441575265569632-1.jpg",Mast & Harbour,Embroidered Pullover Sweater,Rs. 1999,3.5,2453
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/7/28/a2292438-a60e-4fbe-887f-d6ff8f8aeb7b1595889330393-1.jpg",H&M,Women Hooded top,,4.6,2669
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12562888/2020/10/31/9ae28a8d-7758-4905-aabe-a06eb20891751604119694423-Roadster-Women-Sweaters-8731604119693387-1.jpg",Roadster,Women Solid Pullover,Rs. 499,4.5,8650
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/15/5bdcf667-1bf5-43a1-81b7-43ae3703a8451610689148184-1.jpg",H&M,Solid Hooded top,,4.1,7560
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10135647/2019/11/14/9522cc79-467b-4114-86e9-ec36494a50ed1573711640449-Mast--Harbour-Women-Sweaters-9831573711639013-1.jpg",Mast & Harbour,Women Self Design Sweater,Rs. 1349,3.1,8657
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14798640/2021/8/17/e9ca4857-8f67-456a-a5d4-107397b3dbd31629180580137SweatersTRENDYOLCOLLECTIONWomenTopsTRENDYOLCOLLECTIONWomenTo1.jpg",TRENDYOL COLLECTION,Women Boucle Pullover,Rs. 1869,4.9,5417
F,women-sweaters-sweatshirts,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10854022/2021/7/27/0b34186b-519f-48b1-9f6d-4f8e4d3c4cd61627375745938TokyoTalkiesWomenGreenSolidHoodedSweatshirt1.jpg",Tokyo Talkies,Women Solid Sweatshirt,Rs. 524,3.3,7849
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12178118/2020/9/15/53e990ae-8a46-46c3-8c88-94792a1376dd1600148880483-Roadster-Women-Jackets-1651600148878081-1.jpg",Roadster,Solid Denim Jacket,Rs. 879,3.4,5485
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11773470/2020/10/22/139a9530-aa08-4e81-849a-11142cb0c0a31603364640106-Chemistry-Women-Blazers-2711603364637966-1.jpg",Chemistry,Solid Longline Trench Coat,Rs. 2749,3.3,7556
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14326656/2021/6/22/b88843ad-8138-4460-a048-a9277a9843821624333267388-ADIDAS-Women-Jackets-2921624333266748-1.jpg",ADIDAS,3 Stripes TJ Training Jacket,Rs. 2249,3.5,12355
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/13/ff3d85b3-1be3-4415-8b44-d92c04205dd41610528327808-1.jpg",Carlton London,Women Solid Trench Coat,Rs. 2994,3.6,1280
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/4923956/2018/11/5/e76ec1bc-1b2d-49d0-9da2-887dae6c797b1541392496192-HRX-by-Hrithik-Roshan-Women-Black-Solid-Sporty-Jacket-537154-1.jpg",HRX by Hrithik Roshan,Women Solid Sporty Jacket,Rs. 1209,4.2,5853
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12221916/2020/8/12/46057709-75bf-4465-9da0-0fd96e4c76391597221845119-SASSAFRAS-Women-Black-Solid-Denim-Jacket-5011597221842833-1.jpg",SASSAFRAS,Fringed Hem Denim Jacket,Rs. 845,3.9,12229
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7509717/2018/10/6/891789ce-af07-4b32-9d24-2b10c78beb0c1538824359321-Athena-Women-Coats-6101538824359083-1.jpg",Athena,Women Solid Longline Overcoat,Rs. 2582,4.4,8029
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14326658/2021/6/22/8a4dc400-d662-47df-8692-eb2f9c0c82cd1624333277414-ADIDAS-Women-Jackets-4501624333276736-1.jpg",ADIDAS,LIN FT FZ HD Hooded Jacket,Rs. 1959,4.1,8561
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11951112/2020/11/4/9bb2d1b3-cd10-401a-8141-7f71378d005d1604462874777-DressBerry-Women-Black-Single-Breasted-Solid-Overcoat-585160-1.jpg",DressBerry,Single-Breasted Solid Overcoat,Rs. 2499,4.8,4119
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12178126/2020/9/15/eabb703a-eb23-4142-8d01-afc86874e8051600157050697-Roadster-Women-Jackets-1321600157048335-1.jpg",Roadster,Solid Denim Jacket,Rs. 879,3.9,11517
F,women-jackets-coats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11953294/2020/10/16/ec8cc0f1-f6e2-4950-b510-df6b4d001fa81602823738739-HRX-by-Hrithik-Roshan-Women-Jackets-5881602823737156-1.jpg",HRX by Hrithik Roshan,Training Rapid-Dry Jacket,Rs. 1319,4.3,3743
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14208104/2021/8/3/20808135-bd78-41cc-9f53-5e5e2abf57b51627980557717-Vero-Moda-Women-Blazers-7131627980557205-1.jpg",Vero Moda,Single-Breasted Casual Blazer,Rs. 1899,4.5,7833
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11064296/2019/12/3/37519bba-bcf1-4b10-b05c-86e15d578ae81575351988527-SASSAFRAS-Women-Beige-Solid-Slim-Fit-Single-Breasted-Formal--1.jpg",SASSAFRAS,Women Slim Fit Formal Cotton Blazer,Rs. 773,4.3,5230
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/11/27/d3780f26-8043-4b9a-808b-90f482bf7ca51606452493254-1.jpg",KASSUALLY,Women Solid Single-Breasted Canton Blazer,Rs. 999,3.5,5242
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/28/2d37b1c1-7f1f-404d-b66f-31bb9ff1d0421622176820349-1.jpg",H&M,Double-Breasted Jacket,,4.2,5330
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2196416/2019/5/20/e2c3f522-a8b5-485f-9fd4-b0b59417d9351558352425605-SASSAFRAS-Mustard-Yellow-Single-Breasted-Blazer-770155835242-1.jpg",SASSAFRAS,Women Single-Breasted Pure Cotton Blazer,Rs. 798,4.2,6559
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14208112/2021/8/3/d3d157d0-ecbb-4bc8-844b-221b3ae8d13a1627985294922-Vero-Moda-Women-Blazers-2181627985294359-1.jpg",Vero Moda,Women Single-Breasted Blazer,Rs. 1899,3.0,933
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12979866/2021/6/28/1d9177b8-3a18-40f7-bfb8-eecb1532457d1624863398292-Mast--Harbour-Women-Blazers-5251624863397891-1.jpg",Mast & Harbour,Women Single Breasted Blazer,Rs. 1999,4.7,9067
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/9/17/ac9906f8-70a7-4442-acf4-f7da045c73fd1600298368665-1.jpg",Tokyo Talkies,Women Striped Double-Breasted Casual Cotton Blazer,Rs. 721,3.3,9452
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14208150/2021/8/3/11d5f035-9360-4bc2-a12b-c519a29e45221627980576320-Vero-Moda-Women-Blazers-3191627980575783-1.jpg",Vero Moda,Single-Breasted Casual Blazer,Rs. 1899,5.0,2519
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11913310/2020/7/31/2b560df3-6c2d-4a85-94da-200c1840e0791596177666183-Marks--Spencer-Women-White--Grey-Relaxed-Regular-Fit-Striped-1.jpg",Marks & Spencer,Open-Front Formal Blazer,Rs. 1999,4.7,6228
F,women-blazers-waistcoats,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/10/68712246-960b-42eb-8219-5b7638c8becf1615361115835-1.jpg",Tokyo Talkies,Women Checked Single-Breasted Sustainable Casual Blazer,Rs. 859,4.5,11078
