,Brand,Description,Reviews,Discount,Category,Rating,Links,Product URL,Price
184,Amazon Brand - Inkast Denim Co.,Men's Regular fit Casual Shirt,523,Save ₹960 (64%),Short,3.4577585108516145,https://m.media-amazon.com/images/I/71cKtoUu4XS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Regular-SS17TRS11-03_Lt-Olive_32/dp/B07KXY3F77/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354964&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B07KXY3F77%2CB00W05EFZ4%2CB078HZZBNP%2CB08W5B5PYQ%2CB00W05J4IW%2CB01BWL1EDM%2CB07VSRZ3V3%2CB08L6R5DLG%2CB083C2D3FT%2CB01BWKUYAC%2CB074G2YWN7%2CB0821RSMXT%2CB0926NLW3G%2CB01M0H0T24%2CB01BWNBRZK%2CB07FD94PNF%2CB01LZTKRTJ%2CB09417QHFQ%2CB08FJRPGTW%2CB092SNJY9K,529
185,Ben Martin,Men's Plain Slim Fit Casual Shirt,143,"Save ₹1,850 (74%)",Short,3.605302466725654,https://m.media-amazon.com/images/I/71cKtoUu4XS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Regular-SS17TRS11-03_Lt-Olive_32/dp/B07KXY3F77/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354964&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B07KXY3F77%2CB00W05EFZ4%2CB078HZZBNP%2CB08W5B5PYQ%2CB00W05J4IW%2CB01BWL1EDM%2CB07VSRZ3V3%2CB08L6R5DLG%2CB083C2D3FT%2CB01BWKUYAC%2CB074G2YWN7%2CB0821RSMXT%2CB0926NLW3G%2CB01M0H0T24%2CB01BWNBRZK%2CB07FD94PNF%2CB01LZTKRTJ%2CB09417QHFQ%2CB08FJRPGTW%2CB092SNJY9K,529
186,Ben Martin,Men's Cotton Blend Full Sleeve Shirt | Stylish Printed Casual Wear Shirt for Mens,175,"Save ₹2,350 (78%)",Short,3.0002303986764005,https://m.media-amazon.com/images/I/71cKtoUu4XS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Regular-SS17TRS11-03_Lt-Olive_32/dp/B07KXY3F77/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354964&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B07KXY3F77%2CB00W05EFZ4%2CB078HZZBNP%2CB08W5B5PYQ%2CB00W05J4IW%2CB01BWL1EDM%2CB07VSRZ3V3%2CB08L6R5DLG%2CB083C2D3FT%2CB01BWKUYAC%2CB074G2YWN7%2CB0821RSMXT%2CB0926NLW3G%2CB01M0H0T24%2CB01BWNBRZK%2CB07FD94PNF%2CB01LZTKRTJ%2CB09417QHFQ%2CB08FJRPGTW%2CB092SNJY9K,529
187,TIRUPUR GUIDEFASHION,Men's Art Silk Blend A-Line Tunic Shirt (SK412_Pista Green_L),960,Save ₹866 (54%),Short,3.6036928569846434,https://m.media-amazon.com/images/I/71cKtoUu4XS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Regular-SS17TRS11-03_Lt-Olive_32/dp/B07KXY3F77/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354964&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B07KXY3F77%2CB00W05EFZ4%2CB078HZZBNP%2CB08W5B5PYQ%2CB00W05J4IW%2CB01BWL1EDM%2CB07VSRZ3V3%2CB08L6R5DLG%2CB083C2D3FT%2CB01BWKUYAC%2CB074G2YWN7%2CB0821RSMXT%2CB0926NLW3G%2CB01M0H0T24%2CB01BWNBRZK%2CB07FD94PNF%2CB01LZTKRTJ%2CB09417QHFQ%2CB08FJRPGTW%2CB092SNJY9K,529
188,Diverse,Men's Regular Fit Casual Check Shirts Cotton Full Sleeves (Check Shirt for Men),205,Save ₹600 (50%),Short,4.167685813088093,https://m.media-amazon.com/images/I/71cKtoUu4XS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Regular-SS17TRS11-03_Lt-Olive_32/dp/B07KXY3F77/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354964&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B07KXY3F77%2CB00W05EFZ4%2CB078HZZBNP%2CB08W5B5PYQ%2CB00W05J4IW%2CB01BWL1EDM%2CB07VSRZ3V3%2CB08L6R5DLG%2CB083C2D3FT%2CB01BWKUYAC%2CB074G2YWN7%2CB0821RSMXT%2CB0926NLW3G%2CB01M0H0T24%2CB01BWNBRZK%2CB07FD94PNF%2CB01LZTKRTJ%2CB09417QHFQ%2CB08FJRPGTW%2CB092SNJY9K,529
189,Peppyzone,Men's Regular Casual Shirt,464,Save ₹600 (60%),Short,3.337608983021143,https://m.media-amazon.com/images/I/71cKtoUu4XS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Regular-SS17TRS11-03_Lt-Olive_32/dp/B07KXY3F77/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354964&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B07KXY3F77%2CB00W05EFZ4%2CB078HZZBNP%2CB08W5B5PYQ%2CB00W05J4IW%2CB01BWL1EDM%2CB07VSRZ3V3%2CB08L6R5DLG%2CB083C2D3FT%2CB01BWKUYAC%2CB074G2YWN7%2CB0821RSMXT%2CB0926NLW3G%2CB01M0H0T24%2CB01BWNBRZK%2CB07FD94PNF%2CB01LZTKRTJ%2CB09417QHFQ%2CB08FJRPGTW%2CB092SNJY9K,529
190,VEGO,Men's Solid Regular Fit Casual Shirt,413,Save ₹461 (47%),Short,3.53435868179852,https://m.media-amazon.com/images/I/71cKtoUu4XS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Regular-SS17TRS11-03_Lt-Olive_32/dp/B07KXY3F77/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354964&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B07KXY3F77%2CB00W05EFZ4%2CB078HZZBNP%2CB08W5B5PYQ%2CB00W05J4IW%2CB01BWL1EDM%2CB07VSRZ3V3%2CB08L6R5DLG%2CB083C2D3FT%2CB01BWKUYAC%2CB074G2YWN7%2CB0821RSMXT%2CB0926NLW3G%2CB01M0H0T24%2CB01BWNBRZK%2CB07FD94PNF%2CB01LZTKRTJ%2CB09417QHFQ%2CB08FJRPGTW%2CB092SNJY9K,529
191,Peter England,Men's Regular Casual Shirt,6,Save ₹140 (28%),Short,3.8997248325368146,https://m.media-amazon.com/images/I/71cKtoUu4XS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Regular-SS17TRS11-03_Lt-Olive_32/dp/B07KXY3F77/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354964&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B07KXY3F77%2CB00W05EFZ4%2CB078HZZBNP%2CB08W5B5PYQ%2CB00W05J4IW%2CB01BWL1EDM%2CB07VSRZ3V3%2CB08L6R5DLG%2CB083C2D3FT%2CB01BWKUYAC%2CB074G2YWN7%2CB0821RSMXT%2CB0926NLW3G%2CB01M0H0T24%2CB01BWNBRZK%2CB07FD94PNF%2CB01LZTKRTJ%2CB09417QHFQ%2CB08FJRPGTW%2CB092SNJY9K,529
192,Amazon Brand - Symbol,Men's Casual Skinny Jeans (EASS-DEV-235_Dk.Blue_34),470,"Save ₹1,650 (72%)",Casual_Trousers,3.4317764028172517,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
193,Amazon Brand - Symbol,Men's Boyfriend Stretch Jeans (SS-01BA-09_Mid Blue_36),"1,825","Save ₹1,650 (72%)",Casual_Trousers,3.796298041508239,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
194,Amazon Brand - Symbol,"Men's Easies,Slim Fit,Solid,Jeans Skinny","1,071","Save ₹1,790 (69%)",Casual_Trousers,4.658499967113237,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
195,LAWMAN PG3,Men's Drop Crotch Skinny Jeans,5,"Save ₹1,460 (66%)",Casual_Trousers,3.8830583983075933,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
196,blackberrys,Men's Slim Jeans,23,Save ₹976 (54%),Casual_Trousers,3.037289992039263,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
197,Hubberholme,Men's Relaxed Fit Jeans,157,Save ₹722 (48%),Casual_Trousers,3.4614786338299037,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
198,Hubberholme,Men's Skinny Jeans,92,Save ₹784 (52%),Casual_Trousers,3.5859931732467043,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
199,Amazon Brand - Inkast Denim Co.,Men's Slim Knee Cut/Distressed Black Jeans,678,"Save ₹1,590 (72%)",Casual_Trousers,4.013621404171005,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
200,Levi's,Men's Skinny Fit Jeans,3,"Save ₹1,199 (50%)",Casual_Trousers,3.6916860158832665,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
201,Amazon Brand - Symbol,Men's Regular Fit Jeans,15,"Save ₹1,300 (68%)",Casual_Trousers,3.1925127591183573,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
202,US Polo Association,Men's Ice Blue Slim Fit Denim Jeans Stretchable,1,Save ₹771 (41%),Casual_Trousers,4.7949223647683645,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
203,Amazon Brand - House & Shields,Men's Casual Shirt,279,"Save ₹1,513 (76%)",Casual_Trousers,4.106585730276294,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
204,Urban Legends,Men's Black Slim Fit Solid Jeans Stretchable,26,"Save ₹3,000 (75%)",Casual_Trousers,3.804846880735024,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
205,Levi's,Men's Jogger Regular Jeans,15,"Save ₹1,050 (53%)",Casual_Trousers,4.647466270850951,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
206,Levi's,Mens Relaxed Fit Stretchable Jeans Regular,16,"Save ₹1,356 (40%)",Casual_Trousers,3.1994628020228384,https://m.media-amazon.com/images/I/61Pxcz6ZEhL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Joggers-AW17TRS-08-25_Light-Olive_34/dp/B083TBYLN3/ref=sr_1_1?pf_rd_i=1968024031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=7ad3f8fa-3670-4f37-8514-6e5bf1c9ad3e&pf_rd_r=E6PP7PBNCKCV9PKR323W&pf_rd_s=merchandised-search-3&qid=1636354976&qsid=257-0103414-9138774&refinements=p_85%3A10440599031%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-1&sres=B083TBYLN3%2CB07572NZLK%2CB07574Y5WQ%2CB096XWLDQR%2CB098SVCRX3%2CB07PJZ11Y9%2CB07PDMFZBZ%2CB08FJRL4MY%2CB0971N4J1G%2CB0922L42ZF%2CB09BRF4QM8%2CB085YBWTK4%2CB07XKJJNW1%2CB0971M258R%2CB08QWFV9RG%2CB07YYV8XZM%2CB08FS7SYWG%2CB08KZY559N%2CB077HVJQ7Y%2CB08X7X8JZY,649
